resource,consumer
Ctenocalanus vanus,Eubalaena australis
Drepanopus forcipatus,Eubalaena australis
Euphausia spp,Eubalaena australis
Neocalanus tonsus,Eubalaena australis
Oithona spp,Eubalaena australis
Rhincalanus gigas,Eubalaena australis
Detritus,Eucranta sp
Diatoms benthic,Eudorella sp
Diatoms centric,Eudorella sp
Diatoms pennate,Eudorella sp
Detritus,Eudorella sp
Micromesistius australis,Eudyptes chrysocome
Themisto gaudichaudii,Eudyptes chrysocome
Doryteuthis gahi,Eudyptes chrysocome
Euphausia spp,Eudyptes chrysocome
Enteroctopodidae,Eudyptes chrysocome
Larvae Fish,Eudyptes chrysocome
Larvae Fish,Eukrohnia hamata
Diatoms pennate,Eunereis patagonica
Foraminifera,Eunereis patagonica
Detritus,Eunereis patagonica
Boccardia sp,Eunereis patagonica
Nephtys sp,Eunereis patagonica
Polydora sp,Eunereis patagonica
Spiophanes sp,Eunereis patagonica
Foraminifera,Eunice pennata
Detritus,Eunice pennata
Diatoms benthic,Euphausia spp
Diatoms centric,Euphausia spp
Diatoms pennate,Euphausia spp
Azadinium sp,Euphausia spp
Dinoflagellates heterosol,Euphausia spp
Gymnodinium sp,Euphausia spp
Larvae Nauplii,Euphausia spp
Foraminifera,Euphausia spp
Eggs Fish,Euphausia spp
Oithona spp,Euphausia spp
Emiliania huxleyi,Eurhomalea sp
Diatoms benthic,Eurhomalea sp
Diatoms centric,Eurhomalea sp
Diatoms pennate,Eurhomalea sp
Grimothea gregaria,Eurypodius latreillii
Brachiopoda spp,Eurypodius latreillii
Brachiopoda spp,Eurypodius longirostris
Brachiopoda spp,Eurypodius sp
Brachiopoda spp,Falsilunatia carcellesi
Astarte sp,Falsilunatia carcellesi
Detritus,Flabellum spp
Detritus,Foraminifera
Brachiopoda spp,Fuegotrophon pallidus
Astarte sp,Fuegotrophon pallidus
Cyclochlamys argentina,Fuegotrophon pallidus
Eurhomalea sp,Fuegotrophon pallidus
Hiatella sp,Fuegotrophon pallidus
Zygochlamys patagonica,Fuegotrophon pallidus
Calliostoma spp,Fuegotrophon pallidus
Colpospirella algida,Fuegotrophon pallidus
Epitonium sp,Fuegotrophon pallidus
Odostomia sp,Fuegotrophon pallidus
Pellilitorina pellita,Fuegotrophon pallidus
Doryteuthis gahi,Fulmarus glacialoides
Dissostichus eleginoides,Fulmarus glacialoides
Euphausia spp,Fulmarus glacialoides
Themisto gaudichaudii,Fulmarus glacialoides
Sprattus fuegensis,Fulmarus glacialoides
Necromass,Fulmarus glacialoides
Zygochlamys patagonica,Fusitriton magellanicus
Psolus antarcticus,Fusitriton magellanicus
Psolus patagonicus,Fusitriton magellanicus
Psolus segregatus,Fusitriton magellanicus
Sabellidae,Fusitriton magellanicus
Grimothea gregaria,Genypterus blacodes
Coelorinchus fasciatus,Genypterus blacodes
Notophycis marginata,Genypterus blacodes
Micromesistius australis,Genypterus blacodes
Doryteuthis gahi,Genypterus blacodes
Mancopsetta maculata,Genypterus blacodes
Acanthoserolis schythei,Genypterus blacodes
Euphausia spp,Genypterus blacodes
Enteroctopodidae,Genypterus blacodes
Flabellum spp,Genypterus blacodes
Myxine spp,Genypterus blacodes
Patagonotothen ramsayi,Genypterus blacodes
Diatoms benthic,Glabraster antarctica
Diatoms centric,Glabraster antarctica
Diatoms pennate,Glabraster antarctica
Detritus,Glabraster antarctica
Doryteuthis gahi,Globicephala melas
Enteroctopodidae,Globicephala melas
Dissostichus eleginoides,Globicephala melas
Lepidonotothen squamifrons,Globicephala melas
Macruronus novaezelandiae,Globicephala melas
Patagonotothen cornucola,Globicephala melas
Patagonotothen guntheri,Globicephala melas
Patagonotothen kreffti,Globicephala melas
Patagonotothen ramsayi,Globicephala melas
Detritus,Glycera spp
Eunereis patagonica,Glycera spp
Nicon maculata,Glycera spp
Syllidae,Glycera spp
Rhincalanus gigas,Gorgonocephalus chilensis
Calanus spp,Gorgonocephalus chilensis
Diatoms centric,Grimothea gregaria
Foraminifera,Grimothea gregaria
Diatoms benthic,Grimothea subrugosa
Foraminifera,Grimothea subrugosa
Detritus,Grimothea subrugosa
Emiliania huxleyi,Gymnodinium sp
Phaeocystis antarctica,Gymnodinium sp
Diatoms centric,Gymnodinium sp
Diatoms benthic,Gymnodinium sp
Synechococcus sp,Gymnodinium sp
Diatoms benthic,Gyrodinium sp
Diatoms centric,Gyrodinium sp
Diatoms pennate,Gyrodinium sp
Aglaophamus virginis,Halicarcinus planatus
Detritus,Halicarcinus planatus
Azadinium sp,Halichondrida
Dinoflagellates heterosol,Halichondrida
Gymnodinium sp,Halichondrida
Bacteria,Halichondrida
Diatoms benthic,Halichondrida
Diatoms centric,Halichondrida
Diatoms pennate,Halichondrida
Diatoms benthic,Haplosclerida
Diatoms centric,Haplosclerida
Diatoms pennate,Haplosclerida
Detritus,Haplosclerida
Emiliania huxleyi,Haplosclerida
Phaeocystis antarctica,Haplosclerida
Azadinium sp,Haplosclerida
Dinoflagellates heterosol,Haplosclerida
Foraminifera,Haplosclerida
Synechococcus sp,Haplosclerida
Dictyocha speculum,Haplosclerida
Phaeocystis antarctica,Haplocheira barbimana robusta
Diatoms centric,Haplocheira barbimana robusta
Diatoms pennate,Haplocheira barbimana robusta
Rhizosolenia crassa,Haplocheira barbimana robusta
Dinoflagellates heterosol,Haplocheira barbimana robusta
Detritus,Haplocheira barbimana robusta
Dictyocha speculum,Haplocheira barbimana robusta
Diatoms benthic,Harmothoe sp
Diatoms centric,Harmothoe sp
Diatoms pennate,Harmothoe sp
Foraminifera,Harmothoe sp
Colossendeis megalonyx,Harmothoe sp
Bryozoa,Harmothoe sp
Detritus,Harmothoe sp
Detritus,Hemilamprops chilensis
Bacteria,Henricia obesa
Diatoms centric,Henricia obesa
Diatoms pennate,Henricia obesa
Foraminifera,Henricia obesa
Diatoms benthic,Henricia obesa
Bacteria,Henricia studeri
Diatoms centric,Henricia studeri
Diatoms pennate,Henricia studeri
Foraminifera,Henricia studeri
Diatoms benthic,Henricia studeri
Synechococcus sp,Hexactinellida
Bacteria,Hexactinellida
Dinoflagellates heterosol,Hexactinellida
Foraminifera,Hexactinellida
Emiliania huxleyi,Hiatella sp
Diatoms benthic,Hiatella sp
Diatoms centric,Hiatella sp
Diatoms pennate,Hiatella sp
Convexella magelhaenica,Hippasteria falklandica
Ideogorgia laurae,Hippasteria falklandica
Primnoella scotiae,Hippasteria falklandica
Primnoisis antarctica,Hippasteria falklandica
Detritus,Holostylis uniramosa
Balticina africana,Hormathia pectinata
Foraminifera,Hyalinoecia artifex
Detritus,Ianiropsis sp
Detritus,Ianthopsis laevis
Detritus,Iathrippa menziesi
Detritus,Iathrippa multidens
Detritus,Iathrippa sp
Bacteria,Ideogorgia laurae
Diatoms benthic,Ideogorgia laurae
Detritus,Ideogorgia laurae
Tinerfe cyanea,Iluocoetes fimbriatus
Bacteria,Poecilosclerida
Diatoms benthic,Jassa alonsoae
Diatoms centric,Jassa alonsoae
Diatoms pennate,Jassa alonsoae
Detritus,Joeropsis curvicornis
Detritus,Joeropsis intermedius
Detritus,Joeropsis sp
Bacteria,Laboea strobila
Colossendeis megalonyx,Laetmonice producta
Detritus,Laetmonice producta
Ophiacantha sp,Laetmonice producta
Diatoms benthic,Laetmonice producta
Diatoms centric,Laetmonice producta
Diatoms pennate,Laetmonice producta
Pogonolycus elegans,Lagenorhynchus australis
Iluocoetes fimbriatus,Lagenorhynchus australis
Melanostigma gelatinosum,Lagenorhynchus australis
Doryteuthis gahi,Lagenorhynchus australis
Enteroctopodidae,Lagenorhynchus australis
Grimothea gregaria,Lagenorhynchus australis
Patagonotothen cornucola,Lagenorhynchus australis
Patagonotothen elegans,Lagenorhynchus australis
Patagonotothen guntheri,Lagenorhynchus australis
Patagonotothen kreffti,Lagenorhynchus australis
Patagonotothen ramsayi,Lagenorhynchus australis
Sprattus fuegensis,Lagenorhynchus australis
Doryteuthis gahi,Lagenorhynchus cruciger
Sprattus fuegensis,Lagenorhynchus cruciger
Detritus,Lanice sp
Larvae Fish,Larvae Fish
Eggs Fish,Larvae Fish
Oithona spp,Larvae Fish
Copepodite,Larvae Fish
Calanus spp,Larvae Fish
Larvae Nauplii,Larvae Fish
Appendicularia spp,Larvae Fish
Strombidium spp,Larvae Nauplii
Emiliania huxleyi,Larvae Nauplii
Phaeocystis antarctica,Larvae Nauplii
Diatoms benthic,Larvae Nauplii
Diatoms centric,Larvae Nauplii
Diatoms pennate,Larvae Nauplii
Gymnodinium sp,Larvae Nauplii
Themisto gaudichaudii,Lepidonotothen squamifrons
Lepidonotothen squamifrons,Lepidonotothen squamifrons
Austrodoris sp,Lepidonotothen squamifrons
Eggs Fish,Lepidonotothen squamifrons
Pseudosagitta gazellae,Lepidonotothen squamifrons
Tinerfe cyanea,Lepidonotothen squamifrons
Aega semicarinata,Lepidonotothen squamifrons
Laetmonice producta,Lepidonotothen squamifrons
Euphausia spp,Lepidonotothen squamifrons
Diatoms benthic,Leptochiton kerguelensis
Detritus,Leptochiton kerguelensis
Bryozoa,Leptochiton kerguelensis
Diatoms benthic,Leptochiton medinae
Bryozoa,Leptochiton medinae
Detritus,Leptochiton medinae
Detritus,Leptychaster sp
Detritus,Leucon septemdentatus
Detritus,Leucothoe spinicarpa
Detritus,Libidoclaea granaria
Diatoms centric,Limopsis sp
Diatoms pennate,Limopsis sp
Dinoflagellates heterosol,Limopsis sp
Detritus,Limopsis sp
Detritus,Liotella crassicostata
Diatoms benthic,Brachiopoda spp
Detritus,Brachiopoda spp
Brachiopoda spp,Lithodes confundens
Thouarella spp,Lithodes confundens
Austrocidaris canaliculata,Lithodes confundens
Austrocidaris spinulosida,Lithodes confundens
Pseudechinus magellanicus,Lithodes confundens
Schizasteridae,Lithodes confundens
Sterechinus agassizii,Lithodes confundens
Necromass,Lithodes confundens
Brachiopoda spp,Lithodes couesi
Thouarella spp,Lithodes couesi
Austrocidaris canaliculata,Lithodes couesi
Austrocidaris spinulosida,Lithodes couesi
Pseudechinus magellanicus,Lithodes couesi
Schizasteridae,Lithodes couesi
Sterechinus agassizii,Lithodes couesi
Necromass,Lithodes couesi
Thouarella spp,Lithodes turkayi
Austrocidaris canaliculata,Lithodes turkayi
Austrocidaris spinulosida,Lithodes turkayi
Pseudechinus magellanicus,Lithodes turkayi
Schizasteridae,Lithodes turkayi
Sterechinus agassizii,Lithodes turkayi
Necromass,Lithodes turkayi
Bacteria,Lohmanniella sp
Cirratulidae,Lumbrineridae
Limopsis sp,Lysasterias sp
Ophiacantha sp,Lysasterias sp
Astrotoma agassizii,Lysasterias sp
Gorgonocephalus chilensis,Lysasterias sp
Detritus,Lysasterias sp
Micromesistius australis,Macronectes giganteus
Sprattus fuegensis,Macronectes giganteus
Necromass,Macronectes giganteus
Euphausia spp,Macronectes giganteus
Grimothea gregaria,Macronectes giganteus
Doryteuthis gahi,Macronectes giganteus
Dissostichus eleginoides,Macronectes giganteus
Micromesistius australis,Macronectes halli
Sprattus fuegensis,Macronectes halli
Necromass,Macronectes halli
Euphausia spp,Macronectes halli
Dissostichus eleginoides,Macronectes halli
Doryteuthis gahi,Macronectes halli
Campylonotus vagans,Macrourus carinatus
Thymops birsteini,Macrourus carinatus
Patagonotothen ramsayi,Macrourus carinatus
Coelorinchus fasciatus,Macrourus carinatus
Iluocoetes fimbriatus,Macrourus carinatus
Sprattus fuegensis,Macrourus carinatus
Eukrohnia hamata,Macrourus carinatus
Euphausia spp,Macrourus carinatus
Pseudosagitta gazellae,Macrourus carinatus
Serratosagitta tasmanica,Macrourus carinatus
Tinerfe cyanea,Macrourus carinatus
Pagurus comptus,Macrourus carinatus
Pagurus forceps,Macrourus carinatus
Doryteuthis gahi,Macrourus holotrachys
Euphausia spp,Macrourus holotrachys
Campylonotus vagans,Macrourus holotrachys
Lithodes confundens,Macrourus holotrachys
Lithodes couesi,Macrourus holotrachys
Lithodes turkayi,Macrourus holotrachys
Thymops birsteini,Macrourus holotrachys
Necromass,Macrourus holotrachys
Tinerfe cyanea,Macrourus holotrachys
Eteone spp,Macrourus holotrachys
Euphausia spp,Macrourus whitsoni
Doryteuthis gahi,Macrourus whitsoni
Grimothea gregaria,Macruronus novaezelandiae
Patagonotothen ramsayi,Macruronus novaezelandiae
Macruronus novaezelandiae,Macruronus novaezelandiae
Micromesistius australis,Macruronus novaezelandiae
Salpa thompsoni,Macruronus novaezelandiae
Tinerfe cyanea,Macruronus novaezelandiae
Larvae Fish,Macruronus novaezelandiae
Sprattus fuegensis,Macruronus novaezelandiae
Euphausia spp,Macruronus novaezelandiae
Themisto gaudichaudii,Macruronus novaezelandiae
Diatoms benthic,Magelona alleni
Diatoms centric,Magelona alleni
Diatoms pennate,Magelona alleni
Detritus,Magelona alleni
Notophycis marginata,Mancopsetta maculata
Euphausia spp,Mancopsetta maculata
Boccardia sp,Mancopsetta maculata
Doryteuthis gahi,Melanostigma gelatinosum
Euphausia spp,Melanostigma gelatinosum
Pseudosagitta gazellae,Melanostigma gelatinosum
Detritus,Meridiosignum menziesi
Detritus,Meridiosignum undulatum
Clavularia sp,Metepimeria acanthurus
Doryteuthis gahi,Micromesistius australis
Notophycis marginata,Micromesistius australis
Grimothea gregaria,Micromesistius australis
Grimothea spinosa,Micromesistius australis
Patagonotothen ramsayi,Micromesistius australis
Pogonolycus elegans,Micromesistius australis
Myxine spp,Micromesistius australis
Melanostigma gelatinosum,Micromesistius australis
Iluocoetes fimbriatus,Micromesistius australis
Micromesistius australis,Micromesistius australis
Pseudosagitta gazellae,Micromesistius australis
Eukrohnia hamata,Micromesistius australis
Serratosagitta tasmanica,Micromesistius australis
Euphausia spp,Micromesistius australis
Themisto gaudichaudii,Micromesistius australis
Detritus,Moruloidea darwinii
Detritus,Munna gallardoi
Detritus,Munna longipoda
Detritus,Munna pallida
Detritus,Munnogonium diplonychia
Detritus,Munnogonium falklandicum
Pelagobia longicirrata,Muraenolepis spp
Colossendeis megalonyx,Muraenolepis spp
Euphausia spp,Muraenolepis spp
Diatoms benthic,Poecilosclerida
Diatoms centric,Poecilosclerida
Diatoms pennate,Poecilosclerida
Detritus,Poecilosclerida
Emiliania huxleyi,Poecilosclerida
Phaeocystis antarctica,Poecilosclerida
Azadinium sp,Poecilosclerida
Dinoflagellates heterosol,Poecilosclerida
Foraminifera,Poecilosclerida
Synechococcus sp,Poecilosclerida
Dictyocha speculum,Poecilosclerida
Necromass,Myxine spp
Pagurus comptus,Myxine spp
Pagurus forceps,Myxine spp
Detritus,Myxine spp
Necromass,Natatolana pastorei
Detritus,Neasellus argentinensis
Detritus,Neasellus bicarinatus
Diatoms benthic,Neocalanus tonsus
Diatoms centric,Neocalanus tonsus
Diatoms pennate,Neocalanus tonsus
Azadinium sp,Neocalanus tonsus
Dinoflagellates heterosol,Neocalanus tonsus
Gymnodinium sp,Neocalanus tonsus
Larvae Nauplii,Neocalanus tonsus
Detritus,Neojaera antarctica
Detritus,Neoserolis exigua
Diatoms benthic,Nephtys sp
Diatoms centric,Nephtys sp
Diatoms pennate,Nephtys sp
Foraminifera,Nephtys sp
Detritus,Nephtys sp
Orbiniidae,Nephtys sp
Eteone spp,Nephtys sp
Detritus,Nicolea chilensis
Detritus,Nicon maculata
Diatoms pennate,Nicon maculata
Foraminifera,Nicon maculata
Boccardia sp,Nicon maculata
Nephtys sp,Nicon maculata
Polydora sp,Nicon maculata
Spiophanes sp,Nicon maculata
Foraminifera,Nothria anoculata
Detritus,Nothria anoculata
Detritus,Notioceramus anomalus
Convexella magelhaenica,Notioceramus anomalus
Ideogorgia laurae,Notioceramus anomalus
Primnoella scotiae,Notioceramus anomalus
Primnoisis antarctica,Notioceramus anomalus
Diatoms benthic,Nuttallochiton hyadesi
Bryozoa,Nuttallochiton hyadesi
Detritus,Nuttallochiton hyadesi
Diatoms benthic,Nuttallochiton martiali
Bryozoa,Nuttallochiton martiali
Detritus,Nuttallochiton martiali
Detritus,Obelia spp
Calanus spp,Oceanites sp
Clausocalanus spp,Oceanites sp
Ctenocalanus vanus,Oceanites sp
Drepanopus forcipatus,Oceanites sp
Neocalanus tonsus,Oceanites sp
Oithona spp,Oceanites sp
Pseudosagitta gazellae,Oceanites sp
Rhincalanus gigas,Oceanites sp
Themisto gaudichaudii,Oceanites sp
Doryteuthis gahi,Oceanites sp
Obelia spp,Oceanites sp
Tulpa tulipifera,Oceanites sp
Euphausia spp,Oceanites sp
Aplidium spp,Odontaster penicillatus
Ascidia meridionalis,Odontaster penicillatus
Cnemidocarpa spp,Odontaster penicillatus
Didemnum studeri,Odontaster penicillatus
Pyura spp,Odontaster penicillatus
Sycozoa sigillinoides,Odontaster penicillatus
Necromass,Odontaster penicillatus
Haplosclerida,Odontaster sp
Poecilosclerida,Odontaster sp
Pteraster affinis,Odontaster sp
Aplidium spp,Odontaster sp
Ascidia meridionalis,Odontaster sp
Cnemidocarpa spp,Odontaster sp
Didemnum studeri,Odontaster sp
Pyura spp,Odontaster sp
Sycozoa sigillinoides,Odontaster sp
Detritus,Odontaster sp
Necromass,Odontaster sp
Necromass,Odontasteridae
Zygochlamys patagonica,Odontocymbiola magellanica
Fusitriton magellanicus,Odontocymbiola magellanica
Oithona spp,Oenonidae
Emiliania huxleyi,Oithona spp
Phaeocystis antarctica,Oithona spp
Diatoms benthic,Oithona spp
Diatoms centric,Oithona spp
Diatoms pennate,Oithona spp
Dinoflagellates heterosol,Oithona spp
Gymnodinium sp,Oithona spp
Larvae Nauplii,Oithona spp
Strombidium spp,Oithona spp
Foraminifera,Oithona spp
Dictyocha speculum,Oithona spp
Pseudosagitta gazellae,Oithona spp
Detritus,Onoba spp
Detritus,Onuphis pseudoiridescens
Foraminifera,Ophiacantha sp
Calanus spp,Ophiacantha vivipara
Clausocalanus spp,Ophiacantha vivipara
Ctenocalanus vanus,Ophiacantha vivipara
Drepanopus forcipatus,Ophiacantha vivipara
Neocalanus tonsus,Ophiacantha vivipara
Oithona spp,Ophiacantha vivipara
Detritus,Ophiactis sp
Ophiactis sp,Ophiactis sp
Diatoms benthic,Ophiocten amitinum
Diatoms centric,Ophiocten amitinum
Diatoms pennate,Ophiocten amitinum
Diatoms benthic,Ophiolimna antarctica
Diatoms centric,Ophiolimna antarctica
Diatoms pennate,Ophiolimna antarctica
Foraminifera,Ophiolimna antarctica
Dictyocha speculum,Ophioplinthus confragosa
Dictyocha speculum,Ophioplinthus inornata
Foraminifera,Orbiniidae
Bacteria,Orbiniidae
Diatoms benthic,Orbiniidae
Diatoms centric,Orbiniidae
Diatoms pennate,Orbiniidae
Diatoms benthic,Ornatoscalpellum gibberum
Diatoms centric,Ornatoscalpellum gibberum
Diatoms pennate,Ornatoscalpellum gibberum
Doryteuthis gahi,Otaria flavescens
Amblyraja doellojuradoi,Otaria flavescens
Genypterus blacodes,Otaria flavescens
Enteroctopodidae,Otaria flavescens
Grimothea gregaria,Otaria flavescens
Dissostichus eleginoides,Otaria flavescens
Macrourus carinatus,Otaria flavescens
Macrourus holotrachys,Otaria flavescens
Macrourus whitsoni,Otaria flavescens
Macruronus novaezelandiae,Otaria flavescens
Muraenolepis spp,Otaria flavescens
Notophycis marginata,Otaria flavescens
Patagonotothen cornucola,Otaria flavescens
Patagonotothen elegans,Otaria flavescens
Patagonotothen guntheri,Otaria flavescens
Patagonotothen kreffti,Otaria flavescens
Patagonotothen ramsayi,Otaria flavescens
Coelorinchus fasciatus,Otaria flavescens
Coelorinchus kayomaru,Otaria flavescens
Coelorinchus marinii,Otaria flavescens
Guttigadus kongi,Otaria flavescens
Salilota australis,Otaria flavescens
Micromesistius australis,Otaria flavescens
Sprattus fuegensis,Otaria flavescens
Grimothea gregaria,Pachyptila sp
Halicarcinus planatus,Pachyptila sp
Themisto gaudichaudii,Pachyptila sp
Jassa alonsoae,Pachyptila sp
Polycheria spp,Pachyptila sp
Doryteuthis gahi,Pachyptila sp
Calanus spp,Pachyptila sp
Clausocalanus spp,Pachyptila sp
Ctenocalanus vanus,Pachyptila sp
Drepanopus forcipatus,Pachyptila sp
Euphausia spp,Pachyptila sp
Neocalanus tonsus,Pachyptila sp
Pseudosagitta gazellae,Pachyptila sp
Rhincalanus gigas,Pachyptila sp
Detritus,Pagurus comptus
Necromass,Pagurus comptus
Brachiopoda spp,Pagurus comptus
Detritus,Pagurus forceps
Necromass,Pagurus forceps
Brachiopoda spp,Pagurus forceps
Necromass,Parabuccinum politum
Brachiopoda spp,Paralomis granulosa
Bryozoa,Paralomis granulosa
Pseudechinus magellanicus,Paralomis granulosa
Foraminifera,Paralomis granulosa
Calliostoma spp,Paralomis granulosa
Margarella spp,Paralomis granulosa
Emiliania huxleyi,Paralomis granulosa
Phaeocystis antarctica,Paralomis granulosa
Brachiopoda spp,Paralomis spinosissima
Detritus,Paramunna integra
Bacteria,Paraonidae
Diatoms benthic,Paraonidae
Diatoms centric,Paraonidae
Diatoms pennate,Paraonidae
Foraminifera,Paraonidae
Detritus,Paraonidae
Limopsis sp,Parborlasia corrugatus
Isosicyonis alba,Parborlasia corrugatus
Acodontaster sp,Parborlasia corrugatus
Bathybiaster loripes,Parborlasia corrugatus
Diplasterias brucei,Parborlasia corrugatus
Lysasterias sp,Parborlasia corrugatus
Notioceramus anomalus,Parborlasia corrugatus
Odontaster sp,Parborlasia corrugatus
Perknaster sp,Parborlasia corrugatus
Pteraster affinis,Parborlasia corrugatus
Detritus,Parborlasia corrugatus
Eucranta sp,Parborlasia corrugatus
Harmothoe sp,Parborlasia corrugatus
Laetmonice producta,Parborlasia corrugatus
Pista spp,Parborlasia corrugatus
Polyeunoa laevis,Parborlasia corrugatus
Clathria spp,Parborlasia corrugatus
Haplosclerida,Parborlasia corrugatus
Latrunculia sp,Parborlasia corrugatus
Poecilosclerida,Parborlasia corrugatus
Tedania sp,Parborlasia corrugatus
Brachiopoda spp,Patagonotothen cornucola
Brachiopoda spp,Patagonotothen elegans
Eggs Fish,Patagonotothen guntheri
Eukrohnia hamata,Patagonotothen guntheri
Euphausia spp,Patagonotothen guntheri
Pseudosagitta gazellae,Patagonotothen guntheri
Serratosagitta tasmanica,Patagonotothen guntheri
Calanus spp,Patagonotothen guntheri
Clausocalanus spp,Patagonotothen guntheri
Ctenocalanus vanus,Patagonotothen guntheri
Drepanopus forcipatus,Patagonotothen guntheri
Neocalanus tonsus,Patagonotothen guntheri
Rhincalanus gigas,Patagonotothen guntheri
Jassa alonsoae,Patagonotothen guntheri
Themisto gaudichaudii,Patagonotothen guntheri
Bryozoa,Patagonotothen guntheri
Campylaspis spp,Patagonotothen guntheri
Cumella argentinae,Patagonotothen guntheri
Diastylis granulata,Patagonotothen guntheri
Diastylis hammoniae,Patagonotothen guntheri
Diastylis planifrons,Patagonotothen guntheri
Ekleptostylis heardi,Patagonotothen guntheri
Ekleptostylis vemae,Patagonotothen guntheri
Eudorella sp,Patagonotothen guntheri
Hemilamprops chilensis,Patagonotothen guntheri
Holostylis uniramosa,Patagonotothen guntheri
Leucon septemdentatus,Patagonotothen guntheri
Platytyphlops sarahae,Patagonotothen guntheri
Lithodes confundens,Patagonotothen guntheri
Lithodes couesi,Patagonotothen guntheri
Lithodes turkayi,Patagonotothen guntheri
Grimothea gregaria,Patagonotothen guntheri
Sympagurus dimorphus,Patagonotothen guntheri
Pareuthria spp,Patagonotothen guntheri
Ianthopsis laevis,Patagonotothen guntheri
Eunereis patagonica,Patagonotothen guntheri
Nicon maculata,Patagonotothen guntheri
Brachiopoda spp,Patagonotothen guntheri
Patagonotothen guntheri,Patagonotothen guntheri
Trophon ohlini,Patagonotothen guntheri
Trophon plicatus,Patagonotothen guntheri
Acanthoserolis schythei,Patagonotothen guntheri
Aglaophamus virginis,Patagonotothen guntheri
Ampharete kerguelensis,Patagonotothen guntheri
Anobothrus sp,Patagonotothen guntheri
Cirratulidae,Patagonotothen guntheri
Eunice pennata,Patagonotothen guntheri
Nephtys sp,Patagonotothen guntheri
Oithona spp,Patagonotothen guntheri
Tinerfe cyanea,Patagonotothen guntheri
Neoserolis exigua,Patagonotothen guntheri
Eteone spp,Patagonotothen guntheri
Brachiopoda spp,Patagonotothen kreffti
Grimothea gregaria,Patagonotothen ramsayi
Campylonotus vagans,Patagonotothen ramsayi
Iluocoetes fimbriatus,Patagonotothen ramsayi
Ampharete kerguelensis,Patagonotothen ramsayi
Anobothrus sp,Patagonotothen ramsayi
Eucranta sp,Patagonotothen ramsayi
Harmothoe sp,Patagonotothen ramsayi
Hermadion magalhaensi,Patagonotothen ramsayi
Polyeunoa laevis,Patagonotothen ramsayi
Themisto gaudichaudii,Patagonotothen ramsayi
Calanus spp,Patagonotothen ramsayi
Clausocalanus spp,Patagonotothen ramsayi
Ctenocalanus vanus,Patagonotothen ramsayi
Drepanopus forcipatus,Patagonotothen ramsayi
Euphausia spp,Patagonotothen ramsayi
Neocalanus tonsus,Patagonotothen ramsayi
Rhincalanus gigas,Patagonotothen ramsayi
Eukrohnia hamata,Patagonotothen ramsayi
Pseudosagitta gazellae,Patagonotothen ramsayi
Serratosagitta tasmanica,Patagonotothen ramsayi
Jassa alonsoae,Patagonotothen ramsayi
Leucothoe spinicarpa,Patagonotothen ramsayi
Phoxocephalus sp,Patagonotothen ramsayi
Tryphosella sp,Patagonotothen ramsayi
Parborlasia corrugatus,Patagonotothen ramsayi
Zygochlamys patagonica,Patagonotothen ramsayi
Bryozoa,Patagonotothen ramsayi
Eudorella sp,Patagonotothen ramsayi
Eurypodius latreillii,Patagonotothen ramsayi
Libidoclaea granaria,Patagonotothen ramsayi
Lithodes confundens,Patagonotothen ramsayi
Pagurus comptus,Patagonotothen ramsayi
Pagurus forceps,Patagonotothen ramsayi
Gorgonocephalus chilensis,Patagonotothen ramsayi
Ophiura lymani,Patagonotothen ramsayi
Sprattus fuegensis,Patagonotothen ramsayi
Austrodoris sp,Patagonotothen ramsayi
Acanthoserolis schythei,Patagonotothen ramsayi
Antarcturidae,Patagonotothen ramsayi
Natatolana pastorei,Patagonotothen ramsayi
Eunereis patagonica,Patagonotothen ramsayi
Nicolea chilensis,Patagonotothen ramsayi
Nicon maculata,Patagonotothen ramsayi
Pista spp,Patagonotothen ramsayi
Terebellides malvinensis,Patagonotothen ramsayi
Thelepus sp,Patagonotothen ramsayi
Salpa thompsoni,Patagonotothen ramsayi
Brachiopoda spp,Patagonotothen ramsayi
Tinerfe cyanea,Patagonotothen ramsayi
Diatoms centric,Pelagobia longicirrata
Foraminifera,Pelagobia longicirrata
Dinoflagellates heterosol,Pelagobia longicirrata
Pelagobia longicirrata,Pelagobia longicirrata
Dictyocha speculum,Pelagobia longicirrata
Pseudosagitta gazellae,Pelagobia longicirrata
Calanus spp,Pelecanoides sp
Clausocalanus spp,Pelecanoides sp
Ctenocalanus vanus,Pelecanoides sp
Drepanopus forcipatus,Pelecanoides sp
Neocalanus tonsus,Pelecanoides sp
Oithona spp,Pelecanoides sp
Rhincalanus gigas,Pelecanoides sp
Themisto gaudichaudii,Pelecanoides sp
Halicarcinus planatus,Pelecanoides sp
Euphausia spp,Pelecanoides sp
Diatoms benthic,Pentactella leonina
Diatoms centric,Pentactella leonina
Diatoms pennate,Pentactella leonina
Detritus,Pentactella leonina
Diatoms benthic,Pentactella perrieri
Diatoms centric,Pentactella perrieri
Diatoms pennate,Pentactella perrieri
Detritus,Pentactella perrieri
Detritus,Perknaster fuscus
Haplosclerida,Perknaster fuscus
Poecilosclerida,Perknaster fuscus
Poecilosclerida,Perknaster sp
Enteroctopodidae,Phalacrocorax atriceps
Agonopsis chiloensis,Phalacrocorax atriceps
Micromesistius australis,Phalacrocorax atriceps
Muraenolepis spp,Phalacrocorax atriceps
Brachiopoda spp,Phalacrocorax atriceps
Lepidonotothen squamifrons,Phalacrocorax atriceps
